company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa
IHS Markit,Gurgaon/Gurugram,postgraduate,"data analysis, aerospace, ihs, analytical, http, data analyst, research analyst, automotive",full-time,2140536.0,7-8,Research Analyst II - Automotive Aftermarket,7.0,8.0,Senior,8,data analysis,21.41
Hungry Bird Consulting Services Pvt Ltd.,Hyderabad/Secunderabad,postgraduate,"marketing strategy, report preparation, business analysis, sales management, crm, business strategy, leadership, data security",contract,982619.0,4-6,Business Analyst,4.0,6.0,Senior,8,marketing strategy,9.83
CHAI,Bhopal,postgraduate,"it skills, program management, supply chain, computer science, operations research, excel, pharma, consulting",full-time,568928.0,3-4,Analyst,3.0,4.0,Mid,8,it skills,5.69
Philips,Pune,postgraduate,"computer science, data management, bios, analytical, data collection, data quality, data mining, business intelligence",full-time,392661.0,3-5,"Business Analyst, Service and Solutions Delivery",3.0,5.0,Mid,8,computer science,3.93
NTT DATA,Noida,undergraduate,"it skills, cloud, it services, business process, capacity management, analyst, automation, data services",full-time,2157191.0,5-7,Systems Integration Analyst,5.0,7.0,Senior,8,it skills,21.57
Environmental and Technical Research Centre,Lucknow,unknown,"chemical analysis, site monitoring, lab analyst, auditing, data interpretation, testing",full-time,2335036.0,3-7,Lab Analyst,3.0,7.0,Senior,6,chemical analysis,23.35
Deutsche Bank,Pune,undergraduate,"relationship management, data management, iso, information security, analytical, management, business strategy, security operations",contract,2487386.0,1-5,INFSEC Analyst,1.0,5.0,Mid,8,relationship management,24.87
Deutsche Bank,Pune,undergraduate,"c++, sas, ms access, senior analyst, coding, market risk, data quality, market risk analyst",full-time,2019405.0,3-5,Market Risk Analyst,3.0,5.0,Mid,8,c++,20.19
Emicon Advisory Services,Mohali,undergraduate,"communication, oracle, oracle e, pl sql, oaf, oral, business suite, written",contract,1971771.0,2-4,Oracle financials technical Associate / Analyst / Lead,2.0,4.0,Mid,8,communication,19.72
Wipro,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",postgraduate,"deep learning, python, tensorflow, natural language processing, machine learning, r, java, uml",contract,1687281.0,4-6,Urgent opening For AI Practitioner,4.0,6.0,Senior,8,deep learning,16.87
Netscribes,"Kolkata, Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",undergraduate,"cati, quantitative analysis, primary market research",full-time,463851.0,5-7,Primary Market Research,5.0,7.0,Senior,3,cati,4.64
Genpact,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",postgraduate,"aws, sql, s3, pyspark, aws lambda, aws redshift, spark, athena",contract,1414623.5,5-6,Genpact Hiring For AWS Developers - PAN India,5.0,6.0,Senior,8,aws,14.15
Mindtree,"Noida, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",undergraduate,"kubernetes, devops, gcp infra, it skills, data science, cloud, jenkins, terraform",full-time,2261563.0,6-7,GCP DevOps,6.0,7.0,Senior,8,kubernetes,22.62
UPL,"Bangalore/Bengaluru, Mumbai (All Areas)",unknown,"python, design patterns, ci cd, architecture, ml, it skills, testing, data science",full-time,1990910.0,0-6,Cloud Specialist (SRE),0.0,6.0,Senior,8,python,19.91
Accenture,Bangalore/Bengaluru,postgraduate,"data modeling, consulting, billing, business intelligence, troubleshooting, qlikview, excel, bigquery",full-time,1019575.0,5-7,Cloud Strategy and Assessment Cloud Operations Administrator,5.0,7.0,Senior,8,data modeling,10.2
Accenture,Bangalore/Bengaluru,undergraduate,"business process, spark, consulting, software quality, continuous improvement, professional services, management",full-time,1321980.0,4-5,Apache Spark Application Developer,4.0,5.0,Mid,7,business process,13.22
Accenture,Bangalore/Bengaluru,undergraduate,"business process, spark, consulting, software quality, continuous improvement, software development, apache spark, communication",full-time,703094.0,6-7,Apache Spark Application Developer,6.0,7.0,Senior,8,business process,7.03
Siemens,Bangalore/Bengaluru,postgraduate,"computer science, software design, linux, coding, consulting, test cases, business intelligence, troubleshooting",contract,907038.0,7-8,Software Developer_Python,7.0,8.0,Senior,8,computer science,9.07
Accenture Solutions Pvt Ltd,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",postgraduate,"gcp, agile methodology, cloud dataflow, python scripting, google data studio, google cloud, google data fusion, big query",contract,1966828.0,4-7,Application Developer,4.0,7.0,Senior,8,gcp,19.67
Accenture,Bangalore/Bengaluru,postgraduate,"consulting, agile, scrum, jira, python, pys, docker, cloudformation",contract,2192128.0,4-7,AWS BigData Application Developer,4.0,7.0,Senior,8,consulting,21.92
Siemens,Bangalore/Bengaluru,undergraduate,"dts, application programming, consulting, machine learning, agile, healthcare, scrum, jira",contract,575741.0,0-4,Python Developer,0.0,4.0,Mid,8,dts,5.76
Analyttica Datalab Pvt. Ltd.,Bangalore/Bengaluru,undergraduate,"content writing, social media, seo, marketing",contract,918318.0,0-2,Intern Content Marketing,0.0,2.0,Entry,4,content writing,9.18
Genpact,"Hyderabad/Secunderabad, Bangalore/Bengaluru",undergraduate,"plsql, informatica mdm, informatica master data management, java, oracle, etl, informatica, sql",full-time,1795384.0,3-5,Informatica MDM Consultant,3.0,5.0,Mid,8,plsql,17.95
Wipro,"Pune, Bangalore/Bengaluru",postgraduate,"risk, business analysis, compliance, it skills, testing, aml compliance, it business analysis, fraud analysis",contract,1567646.0,5-7,BA - Risk & Compliance,5.0,7.0,Senior,8,risk,15.68
GSK India,Bangalore/Bengaluru,undergraduate,"procurement, usage, process improvement, devops, healthcare, genetics, hr, pwd",full-time,1132741.0,7-8,Intern,7.0,8.0,Senior,8,procurement,11.33
Siemens,Bangalore/Bengaluru,postgraduate,"backend, front end, django, consulting, machine learning, agile, data processing, scrum",contract,753197.0,2-5,"Fullstack Python Integrator with UI Tkinter, Angular",2.0,5.0,Mid,8,backend,7.53
Startxlabs Technologies OPC Pvt Ltd,Gurgaon/Gurugram,undergraduate,"deployment, django, rest api development, mysql, python, it skills, testing, cloud",contract,2300891.0,1-5,Python/Django Developer,1.0,5.0,Mid,8,deployment,23.01
Megma Services,Bangalore/Bengaluru,postgraduate,"ai, dsp, cnn, pytorch, image processing, computer vision, gpu, deep learning",contract,941152.0,0-1,Sr AI Engineer,0.0,1.0,Entry,8,ai,9.41
Invesco,Hyderabad/Secunderabad,unknown,"business analysis, software development, life cycle, data mapping, agile, scrum, testing",full-time,618928.0,3-5,"Adv. BA II, Eng Services",3.0,5.0,Mid,7,business analysis,6.19
Damco,Delhi,postgraduate,"software estimation, proposal writing, agile, data modeling, software frameworks, scrum, software project, pgdca",contract,1863195.0,2-3,Junior Analyst - Presales,2.0,3.0,Mid,8,software estimation,18.63
Nike India,Bangalore/Bengaluru,postgraduate,"computer science, automation, orchestration, data management, data modeling, adobe, analytics, downstream",full-time,1581029.0,2-4,"Lead Software Engineer , CDP",2.0,4.0,Mid,8,computer science,15.81
Nike India,Bangalore/Bengaluru,postgraduate,"automation, software design, supply chain management, sap apo, debugging, test planning, scrum, software quality",contract,364292.0,5-6,Lead Software Engineer,5.0,6.0,Senior,8,automation,3.64
Nike India,Bangalore/Bengaluru,postgraduate,"computer science, digital media, data analysis, orchestration, digital asset management, mysql, agile, mongodb",contract,1410118.0,5-7,Lead Software Engineer,5.0,7.0,Senior,8,computer science,14.1
Nike India,Bangalore/Bengaluru,undergraduate,"automation, software design, supply chain management, sap apo, debugging, test planning, scrum, software quality",contract,1041627.0,3-5,"Lead Software Engineer, Quality (Inventory Planning)",3.0,5.0,Mid,8,automation,10.42
ASSA ABLOY Opening Solutions,Chennai,postgraduate,"computer science, web technologies, enterprise applications, mysql, agile, test cases, jira, information technology",contract,631023.0,5-7,Software Lead Engineer,5.0,7.0,Senior,8,computer science,6.31
Ascend HR Solutions,Kolkata,unknown,"operations research, sas, demand forecasting, programming, scheduling, it, business executive, research",contract,1919179.0,2-3,Operations Research Scientist for A reputed IT Organisation for Kolkat,2.0,3.0,Mid,8,operations research,19.19
Deutsche Bank,Pune,undergraduate,"backend, financial reporting, analytical, machine learning, agile, strategic planning, business intelligence, information technology",contract,440433.0,6-7,SRE Lead Engineer 61,6.0,7.0,Senior,8,backend,4.4
ASSA ABLOY Opening Solutions,Chennai,undergraduate,"computer science, mysql, debugging, agile, test cases, troubleshooting, jira, information technology",full-time,927647.0,5-7,Lead Software Engineer Cloud - Java,5.0,7.0,Senior,8,computer science,9.28
ISG NovaSoft Technologies Limited,Bangalore/Bengaluru,postgraduate,"analytical skills, sub, data analysis, process, associate analyst, processor, mortgage, written communication",full-time,1725580.0,1-7,Associate / Analyst - Title Reviewer,1.0,7.0,Senior,8,analytical skills,17.26
ISG NovaSoft Technologies Limited,Bangalore/Bengaluru,undergraduate,"analytical skills, red, data analysis, associate analyst, mortgage, legal, customer service",contract,1397499.0,0-1,Associate / Analyst - Total Reviewer,0.0,1.0,Entry,7,analytical skills,13.97
Sriiom Human Resource Solutions LLP,Chennai,postgraduate,"data warehousing, aws redshift, it skills, aws, business intelligence, gcp, consulting, healthcare",contract,581669.0,0-1,Digital Engineering Senior Analyst,0.0,1.0,Entry,8,data warehousing,5.82
ResearchFox,Bengaluru,undergraduate,"email, primary research, analytical, tools, market research, cxo, ms office, data mining",contract,809166.0,6-7,Associate Analyst Market Research,6.0,7.0,Senior,8,email,8.09
Boeing,Bangalore/Bengaluru,undergraduate,"c#, visual basic, javascript, it skills, software development, azure, node.js, sql server",contract,722338.0,2-3,Associate Programmer Analyst,2.0,3.0,Mid,8,c#,7.22
"E2open, LLC",Bangalore/Bengaluru,postgraduate,"order management, supply chain, service contracts, data analysis, publishing, managed services, pdf, export import documentation",full-time,713560.0,3-7,Associate Content Analyst,3.0,7.0,Senior,8,order management,7.14
Arena Investors LP,Bangalore/Bengaluru,postgraduate,"industry research, analyst, due diligence, data analysis, financial analysis, treasury operations, taxation, financial modelling",full-time,1472786.0,5-6,APAC Multi-Strategy Credit | Analyst or Associate,5.0,6.0,Senior,8,industry research,14.73
PwC,Hyderabad/Secunderabad,postgraduate,"computer science, business services, vmware, data migration, sap, consulting, dms, microsoft",contract,1355675.0,2-3,Advisory - Consulting ACOE - Cloud Developer - Senior Associate,2.0,3.0,Mid,8,computer science,13.56
Athenahealth,Pune,undergraduate,"product analytics, r, product analytics associate, power bi, tableau, python, sql",contract,1414623.5,5-6,Senior Product Analytics Associate,5.0,6.0,Senior,7,product analytics,14.15
C42 Engineering India Pvt. Ltd.,Bangalore/Bengaluru,postgraduate,"automation, multithreading, linux, html, application development, business intelligence, troubleshooting, open source",full-time,2259866.0,6-8,Senior Engineer - GO-PAY,6.0,8.0,Senior,8,automation,22.6
Databricks,Bangalore/Bengaluru,postgraduate,"it skills, python, data science, machine learning, cloud, big data, aws, computer science",contract,1241794.0,7-8,Sr . Customer Success Engineer,7.0,8.0,Senior,8,it skills,12.42
Corteva,"Hyderabad/Secunderabad, India",postgraduate,"web technologies, api, python, kubernetes, angularjs, node.js, docker, html5",contract,1604997.0,6-7,"Senior Software Engineer ( Python, AWS)",6.0,7.0,Senior,8,web technologies,16.05
Hortonworks Inc.,Bangalore/Bengaluru,postgraduate,"azure, big data, html, javascript, r, babel, kubernetes, python",full-time,1747637.0,7-8,Senior Software Engineer - ML,7.0,8.0,Senior,8,azure,17.48
Databricks,Bangalore/Bengaluru,undergraduate,"it skills, python, data science, cloud, big data, computer science, san, consulting",contract,474589.0,5-6,Sr . Customer Success Engineer,5.0,6.0,Senior,8,it skills,4.75
Blob Infotech Pvt Ltd,Bangalore/Bengaluru,postgraduate,"scala, druid, storm, bigquery, kafka, spark, flink, akka",full-time,2032098.0,0-6,Senior Software Engineer at Conviva,0.0,6.0,Senior,8,scala,20.32
AgreeYa,Hyderabad/Secunderabad,undergraduate,"it skills, java, python, data science, machine learning, javascript, aws, computer science",full-time,2196101.0,1-3,Senior Engineer -Java Developer,1.0,3.0,Mid,8,it skills,21.96
Pitney Bowes India Pvt Ltd,Noida,unknown,"jquery, front end, nosql, coding, xml, javascript, agile, html",full-time,2279633.0,2-6,Senior Software Engineer- Front End,2.0,6.0,Senior,8,jquery,22.8
Hevo.io,Bangalore/Bengaluru,postgraduate,"it skills, java, python, computer science, product management, user interface designing, mysql, schema",full-time,914950.0,7-8,Associate Product Manager,7.0,8.0,Senior,8,it skills,9.15
Dell International Services IndiaPrivate Limited,Bangalore/Bengaluru,undergraduate,"java, it skills, cloud, tableau, hibernate, reactive programming, xml, rest api",contract,537592.0,7-8,Software Senior Engineer,7.0,8.0,Senior,8,java,5.38
Happiest Minds Technologies Pvt.Ltd,Bangalore/Bengaluru,postgraduate,"cloud data, it skills, machine learning, cloud, big data, process automation, hospitality, nse",full-time,1561153.0,3-4,SENIOR SOFTWARE ENGINEER,3.0,4.0,Mid,8,cloud data,15.61
Dell International Services IndiaPrivate Limited,Bangalore/Bengaluru,undergraduate,"java, software development, data engineering, oracle sql, scala, kafka, big data, microsoft azure",contract,320362.0,6-7,Software Senior Engineer,6.0,7.0,Senior,8,java,3.2
Betsol Software India Private Limited,Bangalore/Bengaluru,undergraduate,"it skills, cloud, oracle, c, linux, shell scripting, backup",contract,306611.0,3-6,Senior Software Engineer,3.0,6.0,Senior,7,it skills,3.07
GLOBALFOUNDRIES,Bangalore/Bengaluru,postgraduate,"tapeout engineering, physical verification, mentor graphics, cadence, layout design engineering, synopsys",full-time,1414623.5,5-6,Sr Engineer Tapeout Engineering,5.0,6.0,Senior,6,tapeout engineering,14.15
SAP India Pvt.Ltd,Bangalore/Bengaluru,postgraduate,"java, computer science, core java, nosql, rdbms, coding, machine learning, agile",contract,1564053.0,1-4,Developer Associate - Full Stack,1.0,4.0,Mid,8,java,15.64
Pitney Bowes India Pvt Ltd,Noida,unknown,"it skills, python, data science, machine learning, cloud, devops, big data, computer vision",full-time,1696020.0,6-7,Senior Software Engineer,6.0,7.0,Senior,8,it skills,16.96
Orange Business Services India Technology Pvt Ltd,Gurgaon/Gurugram,postgraduate,"unix, performance tuning, automation, linux, rdbms, mysql, application development, oracle",full-time,1414623.5,4-6,Senior Software Engineer,4.0,6.0,Senior,8,unix,14.15
Xoriant,Chennai,postgraduate,"hive, map reduce, hadoop, big data, yarn, it skills, java, testing",contract,1361001.0,5-6,Senior Software Engineer,5.0,6.0,Senior,8,hive,13.61
InnovAccer,"Noida, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",postgraduate,"business intelligence, data warehousing, etl, nosql, python, it skills, quality assurance, cloud",full-time,1689928.0,4-5,Director-Customer Engineering,4.0,5.0,Mid,8,business intelligence,16.9
Tavant Technologies,"Noida, Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",undergraduate,"java, it skills, python, machine learning, artificial intelligence, cloud, jenkins, aws",contract,927556.0,3-4,Opportunity | Kafka Engineer | Tavant,3.0,4.0,Mid,8,java,9.28
Mindtree,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",undergraduate,"gcp, jenkins, terraform, kubernetes, python",contract,664018.0,5-7,GCP Infrastructure Devops Engineer at Mindtree,5.0,7.0,Senior,5,gcp,6.64
Amazon,Bangalore/Bengaluru,undergraduate,"it skills, software development, data science, big data, aws, application software, data management, data maintenance",contract,1584080.0,7-8,Business Intelligence Engineer,7.0,8.0,Senior,8,it skills,15.84
Prime Infosoft,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Delhi / NCR, Bangalore/Bengaluru",postgraduate,"agile development methodologies, analytical, business analysis, data analysis, sql, agile, it skills, testing",contract,2269269.0,4-6,Business Analyst,4.0,6.0,Senior,8,agile development methodologies,22.69
Uber,Bangalore/Bengaluru,unknown,"software design, backend, data management, architecture, coding, manager ii, distribution system, service quality",contract,1414623.5,2-4,Engineering Manager II - Customer Obsession,2.0,4.0,Mid,8,software design,14.15
Eli Lilly and Company,Bangalore/Bengaluru,postgraduate,"data management, performance management, project management, analytical, healthcare, customer support, continuous improvement, information technology",contract,1909124.0,4-6,Senior Team Lead,4.0,6.0,Senior,8,data management,19.09
Uber,Bangalore/Bengaluru,postgraduate,"backend, front end, networking protocols, architecture, senior executive, sms, manager ii, management",full-time,781858.0,6-8,Engineering Manager II - Comms Platform Intelligence,6.0,8.0,Senior,8,backend,7.82
Uber,Bangalore/Bengaluru,postgraduate,"backend, coding, cloud services, agile development, debugging, data structures, html, software engineer 2",contract,596962.0,0-1,Software Engineer 2,0.0,1.0,Entry,8,backend,5.97
24 7 ai,Bangalore/Bengaluru,postgraduate,"html 5, scrum, java, restful web services, react js, kanban, verbal, written communication",full-time,1414623.5,6-8,Software Development Engineer 3 -,6.0,8.0,Senior,8,html 5,14.15
IHS Markit,Bangalore/Bengaluru,undergraduate,"object oriented programming, asp net core, angular, typescript, web api, css, agile, communication",contract,1641327.0,4-5,Software Engineer,4.0,5.0,Mid,8,object oriented programming,16.41
Walmart,Bangalore/Bengaluru,undergraduate,"bootstrap, tier, written, debugging, linux, big data, j2ee, cassandra",contract,1414623.5,5-7,Staff Software Engineer,5.0,7.0,Senior,8,bootstrap,14.15
Zeta Inc.,Bengaluru,postgraduate,"object oriented design, rdbms, database design, network security, data structures, data processing, cryptography, big data",full-time,2158681.0,4-6,Principal Engineer - Enterprise Payments,4.0,6.0,Senior,8,object oriented design,21.59
Walmart,Bangalore/Bengaluru,unknown,"it skills, java, python, software development, cloud, project management, product management, computer science",full-time,907219.0,0-1,Staff Software Engineer,0.0,1.0,Entry,8,it skills,9.07
Concerto.ai,Bangalore/Bengaluru,undergraduate,"it skills, python, testing, machine learning, cloud, product management, elastic search, computer science",contract,1925569.0,7-8,Sr Lead Architect - Python,7.0,8.0,Senior,8,it skills,19.26
Concerto HealthAI,Bangalore/Bengaluru,postgraduate,"product management, computer science, backend, pharma, machine learning, healthcare, unit testing, information technology",contract,1414623.5,3-5,Sr | Lead | Architect - Python,3.0,5.0,Mid,8,product management,14.15
Chegg,Delhi / NCR,undergraduate,"docker, terraform, scripting, aws",contract,1659535.0,5-7,DevOps Engineer II,5.0,7.0,Senior,4,docker,16.6
Invesco (India) Pvt Ltd,Hyderabad/Secunderabad,postgraduate,"sales, sales analysis, data management, data analysis, data visualization, iterative, tableau, dashboards",full-time,1754783.0,3-6,Sales Analyst,3.0,6.0,Senior,8,sales,17.55
Serving Skill,"Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",postgraduate,"congos, business analyst, sql, it skills, tableau, power bi, cognos, data visualization",contract,336588.0,7-8,Business Analyst - SQL/Cognos,7.0,8.0,Senior,8,congos,3.37
Applied Materials,Bangalore/Bengaluru,postgraduate,"bigdata, azure data factory, data analytics, bigdata engineer, azure databricks, data engineering, azure sql dw",contract,717104.0,3-7,Bigdata Engineer,3.0,7.0,Senior,7,bigdata,7.17
ANI Technologies Pvt. Ltd.,Bangalore/Bengaluru,undergraduate,"computer science, microstrategy, business analytics, analytical, data processing, data integrity, business intelligence, operations",full-time,891367.0,1-3,Business Intelligence Engineer II,1.0,3.0,Mid,8,computer science,8.91
Amazon,Bangalore/Bengaluru,undergraduate,"tableau, business understanding, sql, it skills, java, python, cloud, big data",contract,1493170.0,4-6,Amazon Hiring For Business Intelligence Engineer,4.0,6.0,Senior,8,tableau,14.93
Morgan Stanley,Bangalore/Bengaluru,postgraduate,"automation, linux, db2, shell scripting, agile, windows, informatica, troubleshooting",contract,1718793.0,3-5,Talend Infrastructure Engineer,3.0,5.0,Mid,8,automation,17.19
Applied Materials,Bangalore/Bengaluru,unknown,"javascript, application development, software development, express, front end, open source, software engineering, redux",contract,1812158.0,2-4,Bigdata Engineer- Architect,2.0,4.0,Mid,8,javascript,18.12
Accenture,Bangalore/Bengaluru,undergraduate,"pyspark, apache spark, data analytics, databricks, cloud architecture, written, loading, azure",contract,672884.0,1-3,Apache Spark Advanced Application Engineer,1.0,3.0,Mid,8,pyspark,6.73
Applied Materials,Bangalore/Bengaluru,unknown,"bigdata, data engineering, hadoop, kafka, azure databricks, spark, data warehousing, sql",contract,1360101.0,0-4,Bigdata Engineer- Architect,0.0,4.0,Mid,8,bigdata,13.6
Amazon,Bangalore/Bengaluru,undergraduate,"tableau, sql, python, data architecture, business understanding",full-time,1765112.0,7-8,Business Intelligence Engineer,7.0,8.0,Senior,5,tableau,17.65
Nokia Solutions and Networks India (P)Ltd,Bangalore/Bengaluru,unknown,"python, java, scala, hadoop 2, solid design, spark, ooad, python 3",full-time,1021429.0,2-3,"Opening For R&D Engineer role, Bangalore",2.0,3.0,Mid,8,python,10.21
Walmart,Bangalore/Bengaluru,postgraduate,"it skills, java, testing, cloud, devops, product management, jenkins, maven",full-time,2368926.0,0-5,Staff software Engineer,0.0,5.0,Mid,8,it skills,23.69
Thomson Reuters,Bangalore/Bengaluru,postgraduate,"bpo, troubleshooting, computer science, software design, enterprise applications, xml, diversity and inclusion, agile",contract,1396553.0,4-6,Software Engineer - Full Stack / JAVA / XML,4.0,6.0,Senior,8,bpo,13.97
NVIDIA,Bangalore/Bengaluru,undergraduate,"computer science, capacity management, performance tuning, automation, networking, coding, scala, gaming",full-time,1443521.0,3-5,"Site Reliability Engineer, GFN",3.0,5.0,Mid,8,computer science,14.44
Dell Technologies,Bangalore/Bengaluru,undergraduate,"postgresql, sql server, oracle, it skills, python, data science, project management, big data",contract,817523.0,0-1,Campaign Audience Engineer,0.0,1.0,Entry,8,postgresql,8.18
Dell Technologies,Bangalore/Bengaluru,unknown,"design and development, big data, data engineering, big data applications, kafka, stream, spark, sql server",full-time,1330928.0,2-3,Software Engineer,2.0,3.0,Mid,8,design and development,13.31
Dell Technologies,Bangalore/Bengaluru,undergraduate,"kafka, stream, spark, it skills, java, software development, cloud, oracle",full-time,703817.0,7-8,Software Engineer,7.0,8.0,Senior,8,kafka,7.04
Dell Technologies,Bangalore/Bengaluru,undergraduate,"big data, microsoft azure, spark, it skills, java, software development, cloud, oracle",contract,979517.0,7-8,Software Engineer,7.0,8.0,Senior,8,big data,9.8
Dell Technologies,Bangalore/Bengaluru,undergraduate,"java, object oriented analysis, ui design, it skills, cloud, angularjs, tableau, azure",full-time,1663096.0,5-7,Software Principal Engineer,5.0,7.0,Senior,8,java,16.63
Kimberly-Clark Lever Limited,Bangalore/Bengaluru,undergraduate,"computer science, cloud computing, automation, data management, gcp, enterprise architecture, analytical, cloud",full-time,472467.0,1-2,Solution Engineer - Cloud Computing,1.0,2.0,Entry,8,computer science,4.72
NVIDIA,"Hyderabad/Secunderabad, Bangalore/Bengaluru",unknown,"computer science, software design, product engineering, version control, git, machine learning, workflow, test planning",full-time,1357586.0,6-8,MLOps Engineer,6.0,8.0,Senior,8,computer science,13.58
SAP India Pvt.Ltd,Bangalore/Bengaluru,postgraduate,"private cloud, cross architecture, it skills, python, testing, cloud, devops, product management",full-time,1304447.0,1-2,"DevOps Engineer(Private Cloud at Cross Architecture, T&I)",1.0,2.0,Entry,8,private cloud,13.04
Baker Hughes,Bangalore/Bengaluru,postgraduate,"computer science, maven, hibernate, front end, git, javascript, agile, jdbc",full-time,1561569.0,4-5,Software Engineer,4.0,5.0,Mid,8,computer science,15.62
DocsApp,Bengaluru,unknown,"performance tuning, iso, architecture, memory management, mysql, sqlite, healthcare, japanese",contract,396728.0,1-5,Senior / Lead Android Developer,1.0,5.0,Mid,8,performance tuning,3.97
Flipkart,Bangalore/Bengaluru,postgraduate,"product management, architect, machine learning, e commerce, information retrieval, technology solutions, customer experience, management",contract,1793300.0,7-8,Engineering Manager,7.0,8.0,Senior,8,product management,17.93
Accenture,Bangalore/Bengaluru,undergraduate,"nig data, data ingestion, data warehousing, airflow, hc analytics, api integration, bot, s3",full-time,2415403.0,5-7,Apache Spark Technology Platform Engineer,5.0,7.0,Senior,8,nig data,24.15
ANI Technologies Pvt. Ltd.,Bangalore/Bengaluru,unknown,"microstrategy, data modeling, business analysis, project management, windows, business intelligence, data mining, sql",contract,2304830.0,5-7,Principal Engineer BI,5.0,7.0,Senior,8,microstrategy,23.05
Walmart,Bangalore/Bengaluru,postgraduate,"it skills, python, big data, sap, procurement, data migration, sap implementation, analytical",full-time,1934079.0,5-7,Software Engineer- SAP BODS,5.0,7.0,Senior,8,it skills,19.34
Walmart,Bangalore/Bengaluru,postgraduate,"agile methodologies, machine learning framework, azure, sql, python, gcp, it skills, machine learning",full-time,713286.0,5-7,Software Engineer 3,5.0,7.0,Senior,8,agile methodologies,7.13
Colt Technology Services,"Gurgaon/Gurugram, Bangalore/Bengaluru",unknown,"enterprise architect, machine learning",full-time,1759188.0,4-5,"Senior Consultant, Lead Enterprise Architect",4.0,5.0,Mid,2,enterprise architect,17.59
Juniper Networks,Bangalore/Bengaluru,undergraduate,"automation, jquery, networking, project management, mysql, html, application development, troubleshooting",contract,710457.0,3-6,"Manager, IT Site Reliability Engineering",3.0,6.0,Senior,8,automation,7.1
Vitasta Consulting,"Mumbai, Chennai, Bangalore/Bengaluru",undergraduate,"investment banking, financial services, fund accounting, valuation, reference data, finance, back office operations, collateral management",full-time,2049673.0,7-8,Functional Business Analyst - BFS,7.0,8.0,Senior,8,investment banking,20.5
Serving Skill,Bangalore/Bengaluru,postgraduate,"power bi, cognos, sql, tableau, business intelligence, communication, looker, analytical",full-time,1758602.0,2-5,Business Analyst - SQL/Cognos,2.0,5.0,Mid,8,power bi,17.59
Huquo Consulting Pvt. Ltd,"Bangalore/Bengaluru, Delhi / NCR",postgraduate,"sas, data management, data analytics, statistics, machine learning, analytics, python",contract,1383760.0,3-6,Business Analyst - SAS/R/Python - Banking Domain,3.0,6.0,Senior,7,sas,13.84
cliqhr.com,"Mumbai(Airoli), Pune, Chennai, Bangalore/Bengaluru",undergraduate,"power bi, bi development, powerbi, oracle, sql, microstrategy, data warehouses, it skills",contract,711836.0,6-8,Power BI Analyst,6.0,8.0,Senior,8,power bi,7.12
Talent Placers,"Hyderabad/Secunderabad, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",undergraduate,"it skills, testing, team management, regulatory reporting, process documentation, business finance, process mapping, agile",full-time,2197150.0,1-6,Business Analyst,1.0,6.0,Senior,8,it skills,21.97
Talent Placers,"Mumbai, Bangalore/Bengaluru",unknown,"agile methodology, trade processing, sdlc, it skills, testing, process development, business analyst, derivatives operations",contract,562503.0,0-3,Business Analyst - Agile Methodology,0.0,3.0,Mid,8,agile methodology,5.63
Prime Infosoft,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru",unknown,"service management, order to cash, crm, analytical, after sales, agile, scrum, communication",full-time,705810.0,6-8,Business Analyst,6.0,8.0,Senior,8,service management,7.06
Multi Recruit,Bengaluru,unknown,"microstrategy, maven, ms sql, coding, datastage, agile, scrum, teradata",full-time,1104601.0,4-5,Sr. Application Tech Lead,4.0,5.0,Mid,8,microstrategy,11.05
Hucon Solutions,Bangalore/Bengaluru,postgraduate,"data stewardship process, data quality assessment, data migration strategy, reltio, mdm, system interaction design, mdm solutions, data model definition",contract,2081210.0,6-7,Need immediate joiners - ETRM Domain Business Analyst,6.0,7.0,Senior,8,data stewardship process,20.81
Invesco (India) Pvt Ltd,Hyderabad/Secunderabad,undergraduate,"media math, medallia, alteryx, google cloud platform, marketing analytics, b2b marketing, digital marketing, statistical data analysis",full-time,879117.0,2-4,"Analyst, Marketing Analytics",2.0,4.0,Mid,8,media math,8.79
Geek Technologies,Bangalore/Bengaluru,unknown,"crm implementation, zoho, salesforce, gap analysis, business analyst, requirement gathering, presales, jira",full-time,1414623.5,1-4,Business Analyst - CRM Implementation,1.0,4.0,Mid,8,crm implementation,14.15
