company,location,education,skills,job_type,salary,job_experience,job_role,min_experience,max_experience,experience_level,skill_count,top_skill,salary_lpa,location_type,primary_city
VK:e environmental,pune,undergraduate,"environmental analyst, environmental impact assessment, environmental science, project implementation, report writing, data collection, research, eia",contract,1620336.0,1-6,Sr. Environmental Analyst,1.0,6.0,Senior,8,environmental analyst,16.2,Onsite,pune
enVista,hyderabad,unknown,"operations analyst, associate analyst, invoice processing, relationship, data processing, customer service, japanese, freight",contract,1224427.0,4-6,"Sr. Analyst, Operations",4.0,6.0,Senior,8,operations analyst,12.24,Onsite,hyderabad
Nepa Production India Pvt Ltd,mumbai,postgraduate,"advanced analysis, data processing, spss, automation, insights formulation, market research agency, process improvement, ms office",contract,1325552.0,1-3,Senior Analyst,1.0,3.0,Mid,8,advanced analysis,13.26,Onsite,mumbai
Nepa Production India Pvt Ltd,mumbai,undergraduate,"spss, market research, data processing, ux research, competitive intelligence, research analysis, powerpoint, insight generation",full-time,1063638.0,0-7,Senior Analyst,0.0,7.0,Senior,8,spss,10.64,Onsite,mumbai
Madhees,gurugram,undergraduate,"computer science, analyst, data analysis, campaign management, email marketing, analytical, customer relationship, digital marketing",full-time,464023.0,0-4,Senior Analyst,0.0,4.0,Mid,8,computer science,4.64,Onsite,gurugram
Innoplexus,pune,undergraduate,"unix, computer science, data analysis, coding, machine learning, biochemistry, life sciences, bioinformatics",contract,1651748.0,1-3,Sr. Research Analyst - Bioinformaticians,1.0,3.0,Mid,8,unix,16.52,Onsite,pune
Evolent Health,pune,undergraduate,"technology service operations, operations, customer support, user acceptance testing, data analysis, confluence, microstrategy, ms sql server",full-time,2007545.0,1-6,"Sr Analyst, Technology Service Operations",1.0,6.0,Senior,8,technology service operations,20.08,Onsite,pune
Advance Auto Parts,"hyderabad,hyderabad",undergraduate,"business process, hcm, performance management, data management, hris, succession planning, hr, customer service",contract,1414623.5,2-4,Sr. HRIS Analyst,2.0,4.0,Mid,8,business process,14.15,Onsite,hyderabad
doubledutch,"gurugram,gurugram",postgraduate,"it skills, testing, quality assurance, manager quality assurance, talent acquisition, hris, process improvement, strategic hr",full-time,1726866.0,1-4,"HR Analytics , Senior Analyst",1.0,4.0,Mid,8,it skills,17.27,Onsite,gurugram
EthicalHat Cyber Security,gurugram,undergraduate,"computer science, san, french, data security, information security, siem, troubleshooting, security operations",contract,607591.0,4-5,Senior Security Analyst - SOC - EthicalHat,4.0,5.0,Mid,8,computer science,6.08,Onsite,gurugram
Testbook Edu Solutions,navi mumbai,undergraduate,"data analysis, google analytics, data modeling, instrumentation, mongodb, operations, monitoring, sql",full-time,2304649.0,0-3,Senior Product Analyst,0.0,3.0,Mid,8,data analysis,23.05,Onsite,navi mumbai
"Epiq Systems, Inc.","hyderabad,hyderabad",undergraduate,"sap, erp system, financial reporting, financial planning, financial analyst, advanced excel, data mining, operations",contract,1145879.0,3-4,FP&A Senior Financial Analyst,3.0,4.0,Mid,8,sap,11.46,Onsite,hyderabad
Waste Management,"gurugram,gurugram",unknown,"waste management, administration, change management, automation, dispute resolution, renewable energy, hyperion, data integrity",full-time,2101576.0,6-7,"Senior Analyst, App Support - WM Careers",6.0,7.0,Senior,8,waste management,21.02,Onsite,gurugram
Salebuild ITES Pvt. Ltd.,pune,undergraduate,"quality monitoring, site management, quality standards, call monitoring, data management, level, management staff, interpersonal communication",full-time,333734.0,1-4,Quality Analyst (Sr./ Jr.),1.0,4.0,Mid,8,quality monitoring,3.34,Onsite,pune
Bridge to India,gurugram,undergraduate,"graphics, direct marketing, renewable energy, relationship building, intellectual property, sms, data collection, data mining",full-time,358193.0,6-8,"Senior Manager, Manager and Analyst",6.0,8.0,Senior,8,graphics,3.58,Onsite,gurugram
Meritus Intelytics Private Limited,"hyderabad,hyderabad",postgraduate,"training, training delivery, analyst, lms, literature, data collection, management, ms office",full-time,2170911.0,7-8,Senior Analyst - Learning and Development,7.0,8.0,Senior,8,training,21.71,Onsite,hyderabad
TransUnion,pune,postgraduate,"data visualization, data management, computer science, analyst, law enforcement, talent acquisition, business analytics, statistical software",contract,1653672.0,1-3,People Analytics Senior Analyst,1.0,3.0,Mid,8,data visualization,16.54,Onsite,pune
PAN Market Consulting,delhi,undergraduate,"analyst, data analysis, market sizing, primary research, market research, forecasting, swot analysis",contract,1414623.5,6-8,Sr Analyst,6.0,8.0,Senior,7,analyst,14.15,Onsite,delhi
techcarrot FZ LLC,"hyderabad,hyderabad",postgraduate,"it skills, software development, project management, bpo, project management, computer science, san, pdf",full-time,485589.0,3-7,Senior Service Performance Analyst,3.0,7.0,Senior,8,it skills,4.86,Onsite,hyderabad
V12 Consulting,hyderabad,postgraduate,"front office, oracle coherence, market risk, data collection, stored procedures, credit risk, risk management, econometrics",contract,1531249.0,6-8,Senior Quantitative Analyst,6.0,8.0,Senior,8,front office,15.31,Onsite,hyderabad
GD Research Center Pvt Ltd,hyderabad,postgraduate,"mining, market analysis, visual basic, excel, data modeling, senior analyst, ms office tools, microsoft",contract,1474528.0,4-6,Analyst / Senior Analyst - Mining,4.0,6.0,Senior,8,mining,14.75,Onsite,hyderabad
TETHYS TECHNOLOGIES PRIVATE LIMITED,noida,postgraduate,"it skills, software development, testing, quality assurance, manual testing, load testing, analytical, process improvement",full-time,906318.0,0-4,Senior Quality Assurance Analyst (Algorithmic Trading),0.0,4.0,Mid,8,it skills,9.06,Onsite,noida
Right Step Consulting,"delhi, gurugram",postgraduate,"business analyst, hoovers, senior analyst, senior data analyst, data analyst, software, vendor, security",contract,1007671.0,3-4,SR. Analyst,3.0,4.0,Mid,8,business analyst,10.08,Onsite,delhi
EthicalHat Cyber Security Pvt Ltd,gurugram,undergraduate,"computer science, french, cyber security, data security, information security, siem, troubleshooting, security operations",full-time,2490589.0,4-5,Senior Security Analyst SOC,4.0,5.0,Mid,8,computer science,24.91,Onsite,gurugram
doubledutch,"gurugram,gurugram",undergraduate,"it skills, testing, quality assurance, tableau, hr analytics, reporting analyst, hris, process improvement",full-time,2369595.0,7-8,"HR Analytics , Senior Analyst",7.0,8.0,Senior,8,it skills,23.7,Onsite,gurugram
Arient Solutions,chennai,undergraduate,"it services, data analysis, development testing, technical design, bi analyst, design development, power bi, business intelligence",contract,1713116.0,1-3,Senior BI Analyst,1.0,3.0,Mid,8,it services,17.13,Onsite,chennai
Resource Access Management Solutions Pvt. Ltd.,noida,unknown,"gis, data analysis, simulation, analytical, matlab, civil engineering, analytics, fortran",full-time,1414623.5,3-4,"Sr . Analyst , Modeling",3.0,4.0,Mid,8,gis,14.15,Onsite,noida
Madhees,hyderabad,undergraduate,"analyst, data analysis, primary research, market research, competitive intelligence, advanced excel, research, research analyst",contract,2220016.0,7-8,Senior Research Analyst,7.0,8.0,Senior,8,analyst,22.2,Onsite,hyderabad
Smart Cube,"noida, gurugram,gurugram",undergraduate,"google analytics, data management, web analytics, coding, gcp, javascript, troubleshooting, oracle",full-time,2007867.0,7-8,Senior Analyst - Digital Analytics,7.0,8.0,Senior,8,google analytics,20.08,Onsite,noida
Rave Technologies (India) Pvt Ltd,mumbai,postgraduate,"selenium, xpresso, jira, zephyr, xcuitest, automation, appium, it skills",contract,1267785.0,4-5,Test Analyst / Senior Test Analyst (Mobile Testing - Appium Selenium),4.0,5.0,Mid,8,selenium,12.68,Onsite,mumbai
NielsenIQ,vadodara,undergraduate,"senior analyst, analytical, genetics, data quality, fmcg, research, econometrics, big data",full-time,2472464.0,4-5,Senior Analyst,4.0,5.0,Mid,8,senior analyst,24.72,Onsite,vadodara
"CloudMoyo, Inc",pune,undergraduate,"connector, powerapps, platform, power automate, performance tuning, usage, senior analyst, cloud",contract,959200.0,1-2,Senior PowerApps Analyst,1.0,2.0,Entry,8,connector,9.59,Onsite,pune
Bis Research Private Limited,noida,postgraduate,"market research, secondary research, qualitative analysis, research analysis, data analysis, data collection, quantitative, statistical analysis",contract,2088129.0,1-2,Analyst/Sr. Research Analyst- Aerospace & Defense,1.0,2.0,Entry,8,market research,20.88,Onsite,noida
AdviserLogic,mumbai,postgraduate,"it skills, python, quality assurance, power bi, analyst, root cause analysis, manager quality assurance, excel",full-time,1437836.0,6-8,Quality Control Senior Analyst,6.0,8.0,Senior,8,it skills,14.38,Onsite,mumbai
AdviserLogic,mumbai,undergraduate,"ms access, analytical, powerpoint, power bi, python, written communication, microsoft excel, communication",contract,2480225.0,6-7,Continuous Improvement Senior Analyst,6.0,7.0,Senior,8,ms access,24.8,Onsite,mumbai
RKSV,mumbai,postgraduate,"sas sql, excel, data management, business reporting, management systems, analytical, manager technology, analytics",contract,2438985.0,5-6,Senior Analyst F & O,5.0,6.0,Senior,8,sas sql,24.39,Onsite,mumbai
Buckman,chennai,postgraduate,"business process, business intelligence reporting, system testing, data migration, sap, sap fico, test scripts, fixed assets",contract,1848145.0,7-8,Senior SAP FI & CO Systems Analyst,7.0,8.0,Senior,8,business process,18.48,Onsite,chennai
Waste Management,"gurugram,gurugram",undergraduate,"waste management, analyst, change management, hcm, renewable energy, analytical, data governance, data integrity",full-time,1687086.0,5-6,"Oracle HCM - Sr Analyst, App Support",5.0,6.0,Senior,8,waste management,16.87,Onsite,gurugram
Alation,chennai,postgraduate,"tableau, google analytics, data science, relationship building, project management, marketing operations, forecasting, analytics",full-time,822237.0,5-7,Marketing Operations Sr . Analyst,5.0,7.0,Senior,8,tableau,8.22,Onsite,chennai
Resource Access Management Solutions Pvt. Ltd.,noida,unknown,"data science, nlp, data analysis, data mining, data analytics, risk modeling, machine learning, deep learning",contract,960626.0,1-3,"Sr . Analyst , Modeling",1.0,3.0,Mid,8,data science,9.61,Onsite,noida
Ducen,chennai,postgraduate,"french, data management, linux, access management, vpn, information security, machine learning, javascript",contract,596370.0,1-3,Senior Security Analyst,1.0,3.0,Mid,8,french,5.96,Onsite,chennai
Commcise,delhi,unknown,"product management, analyst, data analysis, stock exchange, investment banking, asset management, investment management, research",contract,401944.0,5-6,Senior Analyst Contribution Services,5.0,6.0,Senior,8,product management,4.02,Onsite,delhi
Branch International,mumbai,postgraduate,"health insurance, data analysis, performance management, process improvement, relationship, equity, analytics, financial services",contract,2202394.0,0-4,Sr. Analyst - Collections,0.0,4.0,Mid,8,health insurance,22.02,Onsite,mumbai
TALENT500 TECH (INDIA) PRIVATE LIMITED,"bengaluru,bengaluru",undergraduate,power bi,contract,2130213.0,6-8,Senior Power BI Developer | Lululemon,6.0,8.0,Senior,1,power bi,21.3,Onsite,bengaluru
XFORIA TECHNOLOGIES PRIVATE LIMITED,"kolkata, hyderabad,hyderabad, pune, ahmedabad, chennai, bengaluru,bengaluru, delhi , ncr, mumbai ",undergraduate,"aml, kyc, anti money laundering, data analysis, pep",contract,2261044.0,1-2,Hiring For Risk Consultant/ KYC Analyst- Fulltime Remote Opportunity,1.0,2.0,Entry,5,aml,22.61,Onsite,kolkata
referral,"bengaluru,bengaluru",postgraduate,"relationship management, product management, qualitative research, analytical, machine learning, agile, workflow, troubleshooting",contract,516827.0,4-6,Sr. Product Manager - Growth,4.0,6.0,Senior,8,relationship management,5.17,Onsite,bengaluru
Elements Global,noida,postgraduate,"it skills, python, power bi, azure, nosql, schema, agile, data visualization",full-time,1064898.0,7-8,Business Intelligence Analyst - Power BI,7.0,8.0,Senior,8,it skills,10.65,Onsite,noida
Friday Media Tech India Private Limited,"bengaluru,bengaluru",undergraduate,"google tag manager, data visualization, seo, it skills, python, chartio, web technologies, json",contract,2354829.0,0-4,Digital Analyst(4-9yrs),0.0,4.0,Mid,8,google tag manager,23.55,Onsite,bengaluru
TaskUs,"mohali,sas nagar",undergraduate,"microsoft power bi, excel, aws, sql",contract,1542445.0,5-7,Business Insight Analyst | Night Shift,5.0,7.0,Senior,4,microsoft power bi,15.42,Onsite,mohali
QS Quacquarelli Symonds,"bengaluru,bengaluru",unknown,"performance tuning, database design, postgresql, mysql, olap, informatica, stored procedures, oracle",contract,822022.0,2-7,Senior ETL Developer,2.0,7.0,Senior,8,performance tuning,8.22,Onsite,bengaluru
idfc first bank,mumbai,postgraduate,"analyst, sas sql, business analyst, regulatory reporting, coding, business analytics, banking, data analytics",contract,1809388.0,3-4,Business Analyst,3.0,4.0,Mid,8,analyst,18.09,Onsite,mumbai
idfc first bank,mumbai,undergraduate,"business analyst, test strategy, senior analyst, business analytics, analytical, banking, data analytics, management",contract,1002884.0,2-3,Business Analyst,2.0,3.0,Mid,8,business analyst,10.03,Onsite,mumbai
idfc first bank,mumbai,undergraduate,"sas sql, business analyst, regulatory reporting, coding, senior analyst, business analytics, banking, data analytics",contract,760330.0,2-4,Business Analyst-Bureau Reporting,2.0,4.0,Mid,8,sas sql,7.6,Onsite,mumbai
idfc first bank,mumbai,unknown,"sas sql, business analyst, regulatory reporting, coding, senior analyst, business analytics, banking, data analytics",contract,460336.0,1-6,Business Analyst-Information Management,1.0,6.0,Senior,8,sas sql,4.6,Onsite,mumbai
Syngenta,pune,unknown,"power bi, regression, clustering, business analysis",contract,955216.0,5-7,Business Analyst,5.0,7.0,Senior,4,power bi,9.55,Onsite,pune
Tide Software,"gurugram,gurugram",postgraduate,"transaction monitoring, aml, communication skills, financial services, finance, banking, transaction analysis, problem solving",contract,1128897.0,7-8,Ongoing Monitoring Analyst,7.0,8.0,Senior,8,transaction monitoring,11.29,Onsite,gurugram
Tide Software,"hyderabad,hyderabad",unknown,"it skills, software development, user research, project development, diversity and inclusion, consulting, agile, medical insurance",full-time,1309563.0,2-4,Senior UX Researcher,2.0,4.0,Mid,8,it skills,13.1,Onsite,hyderabad
Excellence and Eminence LLP,"bengaluru,bengaluru",undergraduate,"aws, python, pyspark, java, iot application development, aws lambda, aiml, j2ee",full-time,1101535.0,3-4,"Senior Technical Specialist-AWS, Python, Pyspark and Java",3.0,4.0,Mid,8,aws,11.02,Onsite,bengaluru
IBM,"kochi,cochin",postgraduate,"computer science, information security, relationship building, agile, vulnerability assessment, scrum, c, communication",contract,971943.0,2-6,Sr Software Development Manager,2.0,6.0,Senior,8,computer science,9.72,Onsite,kochi
Tide Software,hyderabad,undergraduate,"it skills, software development, user research, health insurance, project development, diversity and inclusion, consulting, agile",contract,1414623.5,7-8,Senior UX Researcher,7.0,8.0,Senior,8,it skills,14.15,Onsite,hyderabad
GLOBALFOUNDRIES Inc,"bengaluru,bengaluru",unknown,"unix, system architecture, linux, technical design, data modeling, xml, shell scripting, perl",contract,1768590.0,1-3,Staff Analyst Business Systems Analysis,1.0,3.0,Mid,8,unix,17.69,Onsite,bengaluru
Microland,"bengaluru,bengaluru",postgraduate,"interpersonal skills, endpoint security, customer service orientation, web technologies, data security, siem, public speaking, vulnerability",full-time,1194909.0,0-7,Analyst - Service Desk | Microland,0.0,7.0,Senior,8,interpersonal skills,11.95,Onsite,bengaluru
Microland,"bengaluru,bengaluru",postgraduate,"training, analyst, automation, data analysis, excel, analytical, conceptualization, management",full-time,863739.0,3-4,Analyst - Ops Excellence,3.0,4.0,Mid,8,training,8.64,Onsite,bengaluru
EF INFORMATION SYSTEMS PVT LTD,"bengaluru,bengaluru",undergraduate,"pivot table, analyst, prices, analysis, vlookup, data, hlookup",contract,303044.0,3-4,Pricing Analyst,3.0,4.0,Mid,7,pivot table,3.03,Onsite,bengaluru
Microland,"bengaluru,bengaluru",undergraduate,"training, analyst, automation, data analysis, excel, analytical, conceptualization, management",contract,340568.0,3-5,Analyst - Ops Excellence,3.0,5.0,Mid,8,training,3.41,Onsite,bengaluru
Confidential,"bengaluru,bengaluru",undergraduate,"copa, data modeling, gl, configuration, functional analysis, co cca, product costing, finance",contract,1438506.0,7-8,Functional Analyst - Ops Finance COPA Team - Offshore,7.0,8.0,Senior,8,copa,14.39,Onsite,bengaluru
Health Care at home India Pvt Ltd,noida,postgraduate,"financial modeling, financial modelling, statistical modeling, data analytics, analytics, strategic planning, business analysis",full-time,1833634.0,2-4,Business Finance Analyst,2.0,4.0,Mid,7,financial modeling,18.34,Onsite,noida
Hytech Professionals India Pvt Ltd,noida,postgraduate,"business intelligence, brd, business process analysis, salesforce, data integration, data analysis",contract,951398.0,6-8,Business Analyst (WFH) - HyTechPro( US market Night Shift),6.0,8.0,Senior,6,business intelligence,9.51,Onsite,noida
KWALEE INDIA PRIVATE LIMITED,"bengaluru,bengaluru",postgraduate,"data analysis, c++, a b testing, statistical analysis, python",contract,1437222.0,1-3,Game Optimisation Analyst,1.0,3.0,Mid,5,data analysis,14.37,Onsite,bengaluru
KWALEE INDIA PRIVATE LIMITED,"bengaluru,bengaluru",undergraduate,"research analysis, leadership, team building, big data, research, due diligence, philosophy",full-time,913422.0,3-4,Analyst (Research),3.0,4.0,Mid,7,research analysis,9.13,Onsite,bengaluru
Lowes Services India Private limited,"bengaluru,bengaluru",postgraduate,"supply chain, microstrategy, automation, analytical, data collection, business intelligence, merchandising, teradata",contract,569357.0,7-8,Finance analytics_SR Analyst,7.0,8.0,Senior,8,supply chain,5.69,Onsite,bengaluru
Century Real Estate Holdings Pvt. Ltd,"bengaluru,bengaluru",unknown,"mis reporting, mis analysis, data extraction, advanced excel, interpersonal skills",contract,2219354.0,6-7,MIS Analyst - CRM,6.0,7.0,Senior,5,mis reporting,22.19,Onsite,bengaluru
New Era India Consultancy Pvt. Ltd.,"bengaluru,bengaluru",unknown,"information security, reporting services, data collection, market research, html, data visualization, management, talent management",contract,2356489.0,2-4,Digital Analyst,2.0,4.0,Mid,8,information security,23.56,Onsite,bengaluru
cloudneeti,"bengaluru,bengaluru",undergraduate,"tam, sales operations, data management, analytical, security services, marketing operations, http, operations",contract,1440380.0,1-3,Sales Operations Analyst,1.0,3.0,Mid,8,tam,14.4,Onsite,bengaluru
SANSID SOLUTIONS LLP,"bengaluru,bengaluru",undergraduate,"power bi, hr dashboard, data reporting, statistical process control, statistical modeling, analytics",contract,303517.0,0-6,HR Service Performance Analyst @ Hitachi GBS Bangalore,0.0,6.0,Senior,6,power bi,3.04,Onsite,bengaluru
Shell,"bengaluru,bengaluru",postgraduate,"powerbi, communication skills, service operations management, itsm, technical skills, process improvement, service assurance, bash",full-time,853181.0,5-7,Service Assurance Analyst,5.0,7.0,Senior,8,powerbi,8.53,Onsite,bengaluru
Harman Connected Services Corporation India Pvt.,"bengaluru,bengaluru",undergraduate,"automation, due diligence, claims, staffing, financial planning, trend analysis, succession planning, data privacy",full-time,1455780.0,3-6,"Analyst , Finance",3.0,6.0,Senior,8,automation,14.56,Onsite,bengaluru
Goodera (NextGen PMS PVT LTD),"bengaluru,bengaluru",postgraduate,"data analysis, it skills, project management, bpo, project management, excel, dashboards, sql",full-time,339430.0,1-7,Implementation Analyst,1.0,7.0,Senior,8,data analysis,3.39,Onsite,bengaluru
Dell International Services IndiaPrivate Limited,"bengaluru,bengaluru",undergraduate,"power bi, data interpretation, ssrs, javascript, data analysis, sql server, ssis, etl",contract,1168560.0,1-2,Power Bi Analyst,1.0,2.0,Entry,8,power bi,11.69,Onsite,bengaluru
Shell,"chennai, bengaluru,bengaluru",undergraduate,"powerbi, data science, business intelligence, r, exploratory data analysis, retail analytics, customer segmentation, market basket analysis",full-time,742836.0,6-8,BI Analyst,6.0,8.0,Senior,8,powerbi,7.43,Onsite,chennai
Advito,"bengaluru,bengaluru",postgraduate,"telecom, data management, financial analysis, project management, analytical, consulting, data mining, continuous improvement",contract,975763.0,7-8,"Analyst, Consulting",7.0,8.0,Senior,8,telecom,9.76,Onsite,bengaluru
Luxoft,"hyderabad,hyderabad, chennai, bengaluru,bengaluru",undergraduate,"python, agile methodologies, pandas, cloud computing, verbal, dq suite, written communication, performance tuning",full-time,514691.0,4-5,Senior Python Developer,4.0,5.0,Mid,8,python,5.15,Onsite,hyderabad
ASTER DM HEALTHCARE LIMITED,"bengaluru,bengaluru",postgraduate,"data validation, dashboard development, data anlalytics, data dictionary",contract,852511.0,5-6,SCM Analyst,5.0,6.0,Senior,4,data validation,8.53,Onsite,bengaluru
CSG,"bengaluru,bengaluru",postgraduate,"service management, billing analyst, data analysis, production, billing, operations, supervision, monitoring",full-time,1129859.0,5-7,Billing Analyst I,5.0,7.0,Senior,8,service management,11.3,Onsite,bengaluru
Testbook Edu Solutions,navi mumbai,unknown,"backend, github, front end, data science, devops, manager technology, e commerce, analytics",full-time,1236647.0,1-2,Senior Technical Recruiter,1.0,2.0,Entry,8,backend,12.37,Onsite,navi mumbai
Infogain India (P) Ltd.,pune,undergraduate,"relational sql, sql server, databricks, object oriented, microsoft azure, python, hadoop, power bi",full-time,1663707.0,0-2,"Senior Consultant, Development",0.0,2.0,Entry,8,relational sql,16.64,Onsite,pune
EXL,"gurugram,gurugram",undergraduate,"spark, power bi, tableau, python, sas, hive, data analytical, senior manager",full-time,1215920.0,2-7,Senior Manager,2.0,7.0,Senior,8,spark,12.16,Onsite,gurugram
Seagate,pune,undergraduate,"analyst, rss, silicon, data integrity, hr, customer service, budgeting, ms office",contract,2208875.0,6-8,Staff Analyst - Compensation & Benefit,6.0,8.0,Senior,8,analyst,22.09,Onsite,pune
NTT DATA,coimbatore,postgraduate,"bpo, business process, it services, basic, automation, data services, senior analyst, diversity and inclusion",full-time,390258.0,1-7,Configuration Analysis Analyst,1.0,7.0,Senior,8,bpo,3.9,Onsite,coimbatore
Loylty Rewardz Management,mumbai,undergraduate,"sql, r, python, web analytics, it skills, mapping, data, pos",contract,739729.0,5-6,Strategy Analyst Digital Analytics,5.0,6.0,Senior,8,sql,7.4,Onsite,mumbai
Loylty Rewardz Management,mumbai,undergraduate,"analytics, data structure, sql",contract,1654809.0,6-8,Reporting Analyst,6.0,8.0,Senior,3,analytics,16.55,Onsite,mumbai
Vuclip,pune,undergraduate,"it skills, python, tableau, computer science, san, data analysis, business analysis, strategic partnerships",contract,646868.0,0-1,Product / Insight Analyst,0.0,1.0,Entry,8,it skills,6.47,Onsite,pune
"ThoughtWorks, Inc.",pune,postgraduate,"communication, administration, operational support, data management, support analyst, staffing, lead operations, data analytics",contract,1414623.5,2-6,Operations Support Analyst,2.0,6.0,Senior,8,communication,14.15,Onsite,pune
Ivanti,mumbai,unknown,"it skills, salesforce, data analysis, sales, sales operations, hp data protector, data modeling, analytical",contract,2314940.0,6-7,Sales Operations Analyst,6.0,7.0,Senior,8,it skills,23.15,Onsite,mumbai
idfc first bank,mumbai,unknown,"data analysis, retail analytics, project implementation, sas, business analyst, data governance, data analytics, research",contract,499201.0,7-8,Business Analyst,7.0,8.0,Senior,8,data analysis,4.99,Onsite,mumbai
NTT DATA,"gurugram,gurugram",undergraduate,"account reconciliation, bpo, supervisor, administration, operations analyst, data services, corporate actions, bloomberg",contract,901189.0,5-7,BPO T&S Operations Analyst,5.0,7.0,Senior,8,account reconciliation,9.01,Onsite,gurugram
idfc first bank,mumbai,postgraduate,"performance tuning, data analysis, business analyst, competitive analysis, project management, agile, manager technology, application architecture",contract,1414623.5,1-6,Technology Business Analyst,1.0,6.0,Senior,8,performance tuning,14.15,Onsite,mumbai
Reliance Retail,navi mumbai,postgraduate,"mis, data analysis, mis reporting, analysts",contract,2499771.0,4-5,Retail Analyst/MIS Specialist,4.0,5.0,Mid,4,mis,25.0,Onsite,navi mumbai
StateStreet Global Advisor Pvt Ltd,"hyderabad,hyderabad",unknown,"procurement, business process, data conversion, analytical, reconciliation, project planning, windows, operations",contract,1027093.0,5-7,Assistant Vice President - Oracle Financial (Business Analyst),5.0,7.0,Senior,8,procurement,10.27,Onsite,hyderabad
American Express,"gurugram,gurugram",postgraduate,"managed services, hp data protector, analytical, internet research, investigation, e commerce, fraud analyst, customer service",full-time,1400776.0,5-6,Fraud Analyst,5.0,6.0,Senior,8,managed services,14.01,Onsite,gurugram
Varian Medical Systems India Software Pvt Ltd,pune,undergraduate,"communication, microsoft word, e mail, powerpoint, hcm, excel, project management, erp",contract,1152611.0,5-7,Enterprisewide Program Analyst,5.0,7.0,Senior,8,communication,11.53,Onsite,pune
Seagate,pune,postgraduate,"business process, erp, process integration, data conversion, rss, functional testing, integration testing, silicon",contract,1292181.0,0-5,Staff Analyst -SAP-FICO/RTR,0.0,5.0,Mid,8,business process,12.92,Onsite,pune
Seclore,mumbai,undergraduate,"salesforce crm, it skills, salesforce, technology management, market intelligence, agile, market research analyst, manager technology",contract,2390040.0,5-6,Market Research Analyst,5.0,6.0,Senior,8,salesforce crm,23.9,Onsite,mumbai
Incred,mumbai,unknown,"query, product support analyst, data warehousing, sql, python",full-time,2346591.0,5-7,Tech Product Support Analyst,5.0,7.0,Senior,5,query,23.47,Onsite,mumbai
SITA,delhi,postgraduate,"billing analyst, aviation, billing, data processing, telecommunication, manager quality control, it operations, operations",contract,1414623.5,7-8,Analyst Billing Operations,7.0,8.0,Senior,8,billing analyst,14.15,Onsite,delhi
NTT Data,gurugram,postgraduate,"bpo, business process, it services, telecom, corporate actions, fixed income, consulting, capital market",full-time,1669298.0,6-7,Reconciliation Analyst,6.0,7.0,Senior,8,bpo,16.69,Onsite,gurugram
Institutional Shareholder Services,mumbai,postgraduate,"analytical skills, analyst, financial markets, data science, project management, data analytics, research, research analyst",full-time,1300931.0,2-4,Analyst,2.0,4.0,Mid,8,analytical skills,13.01,Onsite,mumbai
NTT DATA,noida,unknown,"communication, troubleshooting, sdwan, wan, written, lan, it skills, testing",contract,837638.0,3-5,Network Support Analyst,3.0,5.0,Mid,8,communication,8.38,Onsite,noida
FACTSET SYSTEMS INDIA PVT LTD,hyderabad,unknown,"accountancy, analytical skills, training, financial markets, production support, database, business management, market data",contract,1728710.0,7-8,Research Analyst,7.0,8.0,Senior,8,accountancy,17.29,Onsite,hyderabad
NTT DATA,"gurugram,gurugram",undergraduate,"ms excel, bpo, administration, fund accounting, operations analyst, excel, fixed income, financial instruments",full-time,1414623.5,3-4,BPO T&S Operations Analyst,3.0,4.0,Mid,8,ms excel,14.15,Onsite,gurugram
BNY Mellon,pune,unknown,"product management, intranet, interaction design, market data, representative, user experience design, usability testing, financial services",full-time,950417.0,2-3,Sr. UX Anlyst,2.0,3.0,Mid,8,product management,9.5,Onsite,pune
"Ryan, LLC.","hyderabad,hyderabad",undergraduate,"sap, visual basic, data management, ms access, db2, project management, peoplesoft, data quality",contract,2426650.0,5-7,"Business Analyst, Property Tax Compliance",5.0,7.0,Senior,8,sap,24.27,Onsite,hyderabad
Beam Suntory,"gurugram,gurugram",postgraduate,"design, banners, problem solving, data visualization, digital marketing, management skills, business analysis",contract,1713247.0,4-7,Analyst IT - Digital Analytics,4.0,7.0,Senior,7,design,17.13,Onsite,gurugram
CPA Global,noida,unknown,"ip analyst, process improvement, standard operating procedures, trademarks, support services, data integrity, ms office, continuous improvement",full-time,480689.0,3-5,IP Analyst,3.0,5.0,Mid,8,ip analyst,4.81,Onsite,noida
upGrad,mumbai,undergraduate,"business intelligence, strategic consulting, data analysis, market analysis, business analysis, market intelligence, requirement analysis",full-time,2087771.0,6-8,Urgent Hiring For Business Intelligence Analyst,6.0,8.0,Senior,7,business intelligence,20.88,Onsite,mumbai
Capgemini,chennai,unknown,"sql queries, ab initio, data warehouse, etl architecture, case, etl testing, sql, data model",contract,829990.0,2-3,ETL Test Analysts,2.0,3.0,Mid,8,sql queries,8.3,Onsite,chennai
Capgemini,chennai,undergraduate,"it skills, testing, administration, solution design, sql queries, test scripts, etl testing, test execution",full-time,2368621.0,4-6,ETL Analyst,4.0,6.0,Senior,8,it skills,23.69,Onsite,chennai
Home Credit,"gurugram,gurugram",undergraduate,"data science, tableau, sql, data analytics",contract,1414623.5,5-7,Analyst- CRM Reporting,5.0,7.0,Senior,4,data science,14.15,Onsite,gurugram
PayPal,chennai,undergraduate,"legal compliance, underwriting, account management, data analyst, credit risk, ifrs, risk management, analyst 2",full-time,691816.0,0-7,Controls Monitoring Analyst 2,0.0,7.0,Senior,8,legal compliance,6.92,Onsite,chennai
