Company,Location,education,Skills/Description,job_type,salary,Job Experience,Job_Role
Applied Materials,Bangalore/Bengaluru,Post-graduate,"Machine Learning, nltk, model building, numpy, tensorflow /pytorch, data collection, pandas, AWS/Azure cloud",full-time,845818.0,4-7,Open source Engineer-A2V6
Wells Fargo,Bangalore/Bengaluru,Under-graduate,"Java, IT Skills, Software Development, Rest, Scalability, Software Engineering, Web Technologies, Kafka",contract,2245936.0,15-25,Specialty Software Engineering
LAGOZON TECHNOLOGIES PRIVATE LIMITED,"Noida, Faridabad, Delhi / NCR",ug,"BI Lead, Business Intelligence, lead analyst, Sql Query Writing, Data Visualization, SQL, Qlik Script, Nprinting",full-time,2151929.0,4-8,BI Lead Analyst (Power BI/ Qlik)
Hucon Solutions,Bangalore/Bengaluru,UG,"ETRM, Reltio, MDM, CCBA, FRM, CBAP, ERP, data migration",contract,955943.0,7-12,ETRM Domain Business Analyst
BNY Mellon,Chennai,UG,"operations, software, business, Database, Management, technology",contract,2321949.0,2-6,Lead Analyst - Back-End Developer
Morneau Shepell,Noida,,"Administration, Data conversion, RDBMS, Analytical, Workflow, Informatica, Outsourcing, SSIS",contract,2070569.0,3-7,Lead Business Analyst
Verisk Analytics India Private Limited,Hyderabad,PG,"Data analysis, Database design, Consulting, Risk management, Information technology, Analytics, Financial services, SQL",contract,1458645.0,4-10,Lead Business Analyst
PROVIDENTIAL PLATFORMS PRIVATE LIMITED,Mumbai,ug,"Financial Concepts, Data Analysis, Technology Solutions, Agile Development, Software Design, Software Solutions, Business Analysis",contract,1505153.0,7-12,Lead- Business Analyst
Aimlytics Technologies,Hyderabad,PG,"IT Skills, Software Development, Testing, Machine Learning, Artificial Intelligence, Project Management, Tableau, Computer vision",contract,668707.0,5-8,Lead Business Analysts
idfc first bank,Mumbai,Post-graduate,"Test strategy, Analytical, Manager Technology, Data structures, Deployment, Data analytics, Management, Lead Analyst",contract,564860.0,3-6,Lead Analyst
Talent Zone Consultant,Chennai,UG,"Business reporting, KPI, Analytical, Lead Business Analyst, Manager Technology, Data Analyst, Technical documentation",contract,,5-11,Lead Business Analyst
18 Steps Consultants,Kochi/Cochin,ug,"remote access, data analysis, BI Support Analyst, systems management, troubleshooting, trend analysis",full-time,2128963.0,0-5,BI Support Analyst
BNYMellonInternationalOperations(India) PrivateLim ited,Chennai,,"liquidity risk management, Management Reporting, Finance, Regulatory Requirements, Regulatory Issues, Stress Testing, Capital Management, Data Modeling",,2060114.0,8-10,"Lead Analyst, Treasury and ALM"
KVC Consultants Ltd..,"Noida, Gurgaon/Gurugram, Delhi / NCR",PG,"English, Blended Process, BPO, Religare, Non Voice Process, US Shift, Voice Process, US Healthcare",contract,843799.0,0-5,Denial Analyst @Gurgaon/Noida: 6 Months exp sal 22.5k in hand
LifeWorks,Noida,pg,"Administration, Data conversion, RDBMS, Analytical, Workflow, Informatica, Outsourcing, SSIS",,,6-8,Lead Business Analyst
Genpact,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",PG,"Figma, Ui Ux Development",contract,2163493.0,6-11,Genpact Hiring For Lead UI/UX Developers - PAN India
Genpact,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",pg,"AWS, S3, Aws Lambda, AWS Redshift, Spark, Athena, Machine Learning, SQL",full-time,1447872.0,6-11,Genpact Hiring For Lead AWS Developers - PAN India
Huawei Technologies,Bengaluru,pg,"Performance tuning, Data analysis, web services, testing, networking, Data quality, Data analytics, Apache",full-time,348176.0,8-10,Lead BigData Developer
Teamlease Servcies limited,"Noida, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",pg,"azure databricks, Pyspark, IT Skills, Java, Python, Cloud, Tableau, Power BI",contract,1037089.0,7-10,Immediate Hiring For Azure ETL Lead Developer || C2H Position
Juniper Networks,Bangalore/Bengaluru,UG,"Unix, C++, Linux, Networking, DNS, Application development, Business intelligence, Open source",contract,1632394.0,10-14,Lead Cloud Applications Developer
Virtusa,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",pg,"Scala, BigData, object - oriented /, Python, Spark, Unix, Kafka, Azure Cloud Platform",,360427.0,6-10,Virtusa Hiring : BigData Lead Consultant/Immediate Joiners
TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",UG,"Azure Data Factory, Program Management, Data Engineering, Big Data, Stakeholder Management, Team Management, Client Management, Consulting",full-time,2307500.0,7-12,Program Lead - Technology Consulting
Broadridge,Bangalore/Bengaluru,,"Trade, Hibernate, NoSQL, Advanced Java, Agile development, Web development, J2Ee, MVC",full-time,972876.0,3-4,Java Microservices Team Lead
QuEST Global,Bangalore/Bengaluru,Under-graduate,"Azure, ERP, Google cloud platform, PLM, AWS, Google, HP, IT Skills",contract,1548882.0,15-20,Digital Transformation Techno-Managerial Leader
SALESFORCE,"Hyderabad/Secunderabad, Bangalore/Bengaluru",pg,"Computer science, Cloud computing, Analytical, Machine learning, Forecasting, Analytics, CRM, SQL",full-time,834566.0,8-12,"Lead, Perfomance and Analytics"
Mphasis,Hyderabad/Secunderabad,UG,".NET framework, C#, NUnit, .Net Core, Web Api, Github, HTML, SQL Server",full-time,1934735.0,8-13,Module Lead - Systems
EXL,Gurgaon/Gurugram,pg,"IT Skills, Data Science, Machine Learning, Cloud, Oracle, Big Data, Azure, Lead Assistant Manager",,1159552.0,2-6,Lead Assistant Manager
"Pro-Vigil, Inc. (A Riverside Group Company)",Visakhapatnam,ug,"data management, sql, IT Skills, Project Management, Tableau, BPO, project management, business intelligence tools",contract,,8-10,Senior Manager Forensic Analysis
Visa,Bangalore/Bengaluru,UG,"Unix, Core Java, RDBMS, Coding, Project management, Agile, Selenium, Open source",full-time,1132008.0,8-14,Lead Solutions Architect
Genpact,Bangalore/Bengaluru,ug,"python, IT Skills, Cloud, AWS, Django, Flask",full-time,1701052.0,4-9,Lead consultant - Python
Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",pg,"Excel, SAS, VBA, Data Analytics, Statistics, Analytics",,1187422.0,3-5,Senior Business Analyst - Model Validation
Kelly Outsourcing and Consulting Group India Priv ate Limited,"Pune, Bangalore/Bengaluru",Post-graduate,"data analytics, SAS, fraud analytics, Data Analysis, Customer Analytics, gap analysis, Model Building, business analysis",full-time,1781045.0,2-5,Fraud Analytics(Strategy)- Senior Business Analyst
Silicon Valley Bank,Bangalore/Bengaluru,Post-graduate,"Product management, Business process, Change management, Manager Quality Assurance, Analytical, Consulting, Business planning, Financial services",contract,2306595.0,1-5,Sr Analyst - Credit Systems
Time Analytic &amp; Shared Services Private Limited,Bangalore/Bengaluru,,"Google Analytics, Web analytics, Analytical, Javascript, HTML, Troubleshooting, SEO, Business intelligence",full-time,487520.0,1-4,Senior Analyst - Digital Analytics
Career Infosystem,Bangalore/Bengaluru,pg,"Java, IT Skills, Android Development, Software Development, Cloud, Project Management, Product Management, BPO",contract,2418308.0,12-15,Senior Solution Architect - Business Analyst
LOGICAL HIRING,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",ug,"Datorama, Tableau, SQL, Data Manipulation, Data Analysis, Data Extraction, Data Analytics, Marketing Analytics",contract,2005606.0,2-7,Analyst and Sr. Analyst
JITKARV PRIVATE LIMITED,Bangalore/Bengaluru,Post-graduate,"Java, python, C++, Data Structures, Excellent Communication In English, Presentation Skills, Linux, Cloud Services",contract,1724461.0,1-5,Senior Research Analyst
Microland,Gurgaon/Gurugram,PG,"Training, Data analysis, Automation, Excel, Senior Analyst, Analytical, Focus, Black Belt",full-time,751401.0,2-6,Sr. Analyst - Ops Excellence
PHYSICSWALLAH PRIVATE LIMITED,Delhi / NCR,,"Financial Research, Market Intelligence, Analytical, Analysis, Data Visualization, Market Survey, Software Product Management, Product Marketing",full-time,359018.0,2-7,Senior Business Analyst
Meritus Intelytics Private Limited,Hyderabad/Secunderabad,UG,"Azure Data Factory, MySQL, MSBI, SQL Server, SSIS, AWS redshift, SSAS, Power Bi",contract,1280367.0,3-5,SQL and MSBI - Database Developer Senior Analyst IT
Cybage,Pune,UG,"Cloud computing, Data analysis, Linux, Architecture, Project management, Machine learning, flume, sqoop",contract,1033450.0,8-13,Sr . System Analyst
Priority Vendor Technologies Pvt. Ltd.,Remote,,"product analytics, IT Skills, Software Development, Testing, Data Science, data analysis, Segmentation, Product Analysis",contract,1665193.0,3-5,Senior Product Analyst
Vericle,Nagpur,PG,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow",full-time,984572.0,1-4,Medical Billing Service RCM Senior Analyst
Vericle,Tirunelveli,ug,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow",contract,2104087.0,1-4,Medical Billing Service RCM Senior Analyst
Vericle,Chennai,Under-graduate,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow",contract,,1-4,Medical Billing Service RCM Senior Analyst
Vericle,Chengalpattu,PG,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow",full-time,1017843.0,1-4,Medical Billing Service RCM Senior Analyst
Vericle,Dindigul,,"Analyst, Data analysis, Claims, HCPCS, Medical billing, Process improvement, Billing, Workflow",full-time,369788.0,1-4,Medical Billing Service RCM Senior Analyst
Vision Beyond Resources India Private Limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR",ug,"business analysis, utilities, IT Skills, Testing, Cloud, DevOps, Azure, elicitation",full-time,1057424.0,7-12,Business Analyst - Utilities
Vision Beyond Resources India Private Limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR",PG,"business analysis, utilities, sdlc, IT Skills, Testing, Cloud, DevOps, Azure",full-time,2111146.0,4-9,Business Analyst - Utilities
Xceedance,"New Delhi, Pune, Bangalore/Bengaluru, Delhi / NCR",,"Pandas, numpy, Python, Communication, ETL, IT Skills, ETL Projects, Data Project",full-time,,5-10,Sr Python Developer
XpressBees,"Pune, Bangalore/Bengaluru",Under-graduate,"Product Strategy, Product Life Cycle, Product Development, Transport Management System, Product Management, Product Testing, Data Engineering, Technology Solutions",full-time,1318406.0,5-10,Senior Product Manager/ Product Manager
Burgeon IT Services Pvt ltd,"Pune, Jaipur, Bangalore/Bengaluru",UG,"Process Mapping, data analysis, Benefits Evaluation, Value Analysis, Root Cause Analysis, Financial, Early Life Support, Automation Design",full-time,382575.0,10-12,Business Analyst - Burgeon IT Services
Xpetize Technology Solutions Private Limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",Post-graduate,"Data analysis, Test scripts, Coding, Analytical, Workflow, Data quality, QlikView, Forecasting",contract,2388938.0,6-11,Business Analyst Offshore(Sales & Finance)
SGTC India,"Gurgaon/Gurugram, Bangalore/Bengaluru",PG,"Service delivery, Analyst, Data analysis, HCM, Architecture, Technical design, Project management, XSLT",full-time,,3-6,IT Technical Solution Analyst- Workday HCM
milestone internet marketing pvt ltd,"Ahmedabad, Bangalore/Bengaluru",Under-graduate,"Hospitality, CRO, Javascript, Data collection, SEM, Troubleshooting, SEO, Adobe",contract,647934.0,3-5,Web Analyst
"Catchpoint Systems, Inc",Bangalore/Bengaluru,,"Process design, Data analysis, Networking, Business analysis, Project management, HTML, SEO, Oracle",contract,2422408.0,3-6,Business Intelligence Analyst
Ness,Bangalore/Bengaluru,ug,"Talend Etl, Azure Data Factory, communication, Hive, Talend, Azure SQL Datawarehouse, Data Integration, SQL",full-time,933118.0,6-10,Looking For Senior Talend ETL Developer
Gojek,Bangalore/Bengaluru,pg,"Product management, Design engineering, Data analysis, Strategic planning, Agile, Engineering Design, Business intelligence, Analytics",contract,558764.0,5-8,Senior Product Manager - Customer Incentives
Sandvine,"Bangalore Rural, Bangalore/Bengaluru",Under-graduate,"python, C++, C, Data Structures, programming, OOP, Algorithms, Design Patterns",contract,,4-9,Senior Software Engineer_Sandvine_Bangalore
Atlassian,Bangalore/Bengaluru,PG,"IT Skills, Data Science, Program Management, CSS, Change management, Compliance, Business analysis, Manager Program Management",full-time,795959.0,8-12,Senior Program Manager
AbsolutData Research Analytics Solutions Pvt. Lt,"Pune, Gurgaon",PG,"Telecom, SAN, jQuery, Coding, Project management, Javascript, HTML, MVC",full-time,707823.0,6-8,Frontend Developer ? Senior Tech Lead/Associate Manager
Anicalls,Bangalore/Bengaluru,pg,"IT Skills, Oracle, SAP, Business Analyst, Architecture, Workflow, business rules, Informatica",full-time,1543800.0,5-8,HANA DW Business /analyst/consultan
Centena International Services Private Limited,"Chennai, Bangalore/Bengaluru",Post-graduate,"power bi desktop, business intelligence, data modeling, business analysis, data integrator, sql server",full-time,672874.0,3-6,Opening For Business Analyst in our IT Team
Telamon HR Solutions,Bengaluru,UG,"Analytical skills, SAP BO, Business Analyst, Business analysis, financial products, banking products, Data warehousing, SDLC",contract,1356024.0,10-12,Business Analyst
Seven Consultancy,Bengaluru,ug,"Customer acquisition, Statistical modeling, Google Analytics, Data management, Business Analyst, Business analysis, Analytical, Data analytics",contract,1658448.0,3-5,Business Analyst
ITC Infotech,Bangalore/Bengaluru,Under-graduate,"Big Data testing, ETL, ETL testing, Oracle SQL, Datawarehouse, Hive, Oracle DB, Unix",contract,2249247.0,2-5,SrTest Analyst
netskope,Bangalore/Bengaluru,Under-graduate,"SSO, SAAS, Active Directory, Change management, cloud security, System maintenance, data security, Cloud",full-time,2318733.0,2-6,IT Business Applications Analyst
Kinara Financial Private Limited,Bangalore/Bengaluru,Under-graduate,"Data Science, Business Intelligence, Financial Services, Data Analysis, Tableau, Python, Sql",contract,2126389.0,2-7,Business Intelligence Analyst
Seven Consultancy (HR Solution),Bangalore/Bengaluru,pg,"Relationship management, Business Analyst, Relationship, power bi, data visualization, Management, Business intelligence",full-time,1755645.0,4-8,Business Analyst
Clarivate,Bangalore/Bengaluru,PG,"Analyst, Data analysis, Literature, Analytical, Report writing, Data collection, Research, Data extraction",contract,1877308.0,1-3,Analyst - Systematic Review
Seven Consultancy (HR Solution),Bangalore/Bengaluru,ug,"Relationship management, Business Analyst, data science, big data analytics, Relationship, power bi, Consultancy, data visualization",contract,1624858.0,4-9,Business Analyst
Seven Consultancy (HR Solution),Bangalore/Bengaluru,Post-graduate,"Customer acquisition, Statistical modeling, Google Analytics, Data management, Business Analyst, Business analysis, Analytical, Data analytics",contract,916550.0,3-5,Business Analyst
Pepper Cloud,Bangalore/Bengaluru,pg,"BRD, Balsamiq, User stories, Business Requirement Document, Axure, Draw io, Mockplus, Confluence",contract,1681111.0,3-5,Business Analyst
WPP IT,Bangalore/Bengaluru,UG,"IT services, Automation, Change management, tableau, Data management, Stock exchange, Diversity and Inclusion, Manager Technology",,,3-7,Workday Business Change measurement & Readiness Analyst
6Sense,Bangalore/Bengaluru,pg,"analytical, Graphics, Automation, B2B, Sales development, Workflow, Product sales, Medical insurance",contract,1190009.0,1-3,Business Analyst
AXA Business Services Pvt Ltd,Bengaluru,Post-graduate,"PDF, Data modeling, Business analysis, SSRS, Agile, data visualization, SSIS, Monitoring",contract,1064775.0,2-5,Analyst - MI
Racanaa Innovative Solutions Energy Private Limite,Bangalore/Bengaluru,,"Big Data Analytics, PMP, Project Management, big data lake, Project Management Certified Professional, business analysis",contract,893825.0,6-8,Technical Business Analyst
Shell,Bengaluru,pg,"SAP PM, IDMS, HP data protector, Biztalk, Scheduling, Ale, SAP PI, Information technology",full-time,359727.0,10-15,Business Analyst
TekFortune Inc.,Bangalore/Bengaluru,ug,"consultant business analyst, Data analysis, Business analysis, Agile, Manager Technology, business rules, Gap analysis, Asset management",full-time,1772702.0,6-12,Business Analyst
Zscaler Softech,Bangalore/Bengaluru,Post-graduate,"Business System Analyst, RCA, Business system, Automation, Data management, SFDC, Troubleshooting, Operations",contract,,5-10,Business Support Analyst-Salesforce Administration
cloudneeti,Bangalore/Bengaluru,Post-graduate,"Business System Analyst, RCA, Business system, Automation, Data management, SFDC, Troubleshooting, Operations",contract,1588534.0,5-10,Business Support Analyst-Salesforce Administration
GSK India,Bangalore/Bengaluru,ug,"Procurement, Root cause analysis, Helpdesk, Strategic planning, clinical development, Healthcare, data integrity, Risk management",full-time,1602007.0,2-6,Technical Analyst
CoinSwitch Kuber,Bangalore/Bengaluru,Post-graduate,"tableau, Data analysis, Financial reporting, Financial analysis, power bi, Market research, Forecasting, Variance analysis",full-time,965329.0,2-4,Financial Business Analyst
GLOBALFOUNDRIES,Bangalore/Bengaluru,pg,"BI, SDLC, AWS Cloud, Data warehouse, Airflow, Pyspark, Oracle SQL, Data Mining",full-time,2432193.0,4-6,Principal Analyst IT Business Analysis (Redshift Database)
GBT India Private Limited,Bangalore/Bengaluru,,"Service level, ODBC, Visual Basic, Workforce management, Staffing, Scheduling, data integrity, Management",contract,1761813.0,3-7,Workforce Management Analyst
Evolvus Solutions,Bengaluru,Post-graduate,"Market analysis, Data analysis, development, Payment systems, Business Analyst, Tools, application architecture, JIRA",full-time,2302197.0,2-4,Business Analysts (Experience 2 to 4 years)
Nanobi Data And Analytics Pvt Ltd,Bengaluru,ug,"IT Skills, Data Science, Supply chain, Analytical, Written communication, Presales, Business Executive, Financial services",contract,2364997.0,4-6,Business Analyst for the Pre-Sales/Solutions Team
Course5,"Bangalore/Bengaluru, Mumbai (All Areas)",Post-graduate,"analytics reporting, power bi, business analysis, exploratory data analysis, excel powerpoint, statistics",full-time,,2-6,Business Analytical Analyst
Infinera,Bangalore/Bengaluru,ug,"Computer science, Process automation, Data migration, SAP, Business Analyst, SAP MM, Customer support, Customer service",contract,1118770.0,8-13,Staff SAP Business Analyst
M-PANELS RESEARCH SERVICES PRIVATE LIMITED ( M360 Research ),Bangalore/Bengaluru,UG,"Primary Market Research, Life Sciences, Excel, Line Management, US Shift, Data Analysis, Quantitative, Analytics",full-time,,1-5,Sampling Analyst
SecureWorks,Bangalore/Bengaluru,Under-graduate,"Order management, VMware, Data analysis, Change management, Business analysis, Project management, Gap analysis, Oracle",contract,1209579.0,4-9,Business System Analyst
nanobi data and analytics private limited,Bangalore/Bengaluru,PG,"Excel, verbal, written communication, analytics, data science, IT Skills, Supply chain, Retail",full-time,2155265.0,4-6,Business Analyst
Shell,Bangalore/Bengaluru,pg,"Quantity Conversions, SAP IS, Hydrocarbon Product management, Language Skills, Product Management, Hydrocarbon, Transportation Planning, Functional Design",full-time,2140939.0,2-7,Business Analyst
Solera Inc.,"Hyderabad/Secunderabad, Bangalore/Bengaluru",ug,"business analysis, MSBI, Tableau, business intelligence, mdx, Data Anlalytics, SQL Server Development, SQL Server Reporting Services",contract,2037733.0,3-6,Looking For Business Analyst (Power BI & Tableau)
S-Square Spenta Technologies,Bengaluru,,"Data Analytics, analytical, IT Skills, Cloud, Analytical skills, Business Analyst, management, Cataloguing",contract,1963325.0,2-3,Business Analyst
TalentStack,Bangalore/Bengaluru,ug,"Python, Excel, R, SQL, IT Skills, Data Analytics, Analytics",full-time,361722.0,2-6,Business Analyst - IIT/NIT/BITS/DCE/SRCC
Globals Inc.,Bengaluru,pg,"Computer science, ERP, Data management, Management systems, Analytical, Application development, Customer service, MS Office",contract,1617956.0,2-4,Executive Business Analyst/Implementation Specialist
Evolent Health,Pune,PG,"T-SQL, Business Intelligence, Data Quality, Power BI, BRD, SSRS, SQL Server, Data Modeling",,,4-7,Business Analyst - Analytics (NCH)
Advance Auto Parts,Hyderabad/Secunderabad,ug,"Order management, Supply chain, Business process, Business analysis, System integration, Agile, Software development life cycle, Gap analysis",contract,507354.0,7-8,Business Analyst II
Clarivate,Noida,PG,"Payment processing, Client servicing, Process improvement, Analytical, Pharma, Back office processing, MS Office, Operations",full-time,359571.0,2-5,IP Analyst.
Harri Software Development and Solutions India Pvt Ltd,Hyderabad/Secunderabad,pg,"Requirement Gathering, UAT, HR Information System, HRIS, System Integration Testing, User Stories, business analysis, Tableau",contract,1563564.0,3-7,Business Analyst
Kings Labs Technologies,"Kochi, Bengaluru",Post-graduate,"Telecom, Data migration, Web analytics, Business analysis, Bfsi, Social media, Consulting, Business intelligence",contract,2197864.0,1-2,Business Analyst
AceNet,Bangalore/Bengaluru,UG,"Business Analyst, data science, E-commerce, Business management, Research, Operations, Monitoring",full-time,1577320.0,5-12,Business Analyst
HyreFox Consultants Pvt Ltd,Jaipur,PG,"Business Analyst, Competitive analysis, Infrastructure, Business process management, Management, Data mining",full-time,683049.0,3-7,Business analyst
Visteon,Chennai,Post-graduate,"HR Analyst, Data management, PeopleSoft, Flex, Electronics, SEZ, Telematics, Operations",full-time,989081.0,2-4,HR Analyst
AdviserLogic,Mumbai,ug,"IT Skills, Testing, Data analysis, Business Analyst, Business analysis, Analytical, Test case review, data mapping",full-time,1250787.0,3-5,Business Analyst
Pepperfry,Mumbai,pg,"Payroll, Business Analyst, HR operations, Business analysis, Process improvement, Data collection, Design development, HR",full-time,994042.0,1-3,HR - Business Analyst
Western Digital,Bangalore/Bengaluru,Under-graduate,"Performance tuning, Software design, Coding, Debugging, Active directory, Data structures, MVC, Open source",contract,338860.0,4-7,Analyst 2 - Programming Android
Infiniti Research,Bengaluru,UG,"Analyst, Data analysis, Business writing, B2B, Excel, Market research, Forecasting, MS Office Word",,2279768.0,4-9,Analyst
Euromonitor,Bangalore/Bengaluru,Under-graduate,"Product management, Automation, Data analysis, Publishing, Business analysis, Lead Business Analyst, Consulting, Agile",contract,1464862.0,4-6,Business Analyst
VEGA Intellisoft Private Limited,Bangalore/Bengaluru,,"IT Skills, Testing, Oracle, Unix, Data analysis, Data modeling, RDBMS, Incident management",full-time,1562081.0,2-5,OBIEE - Business Analyst
Uniphore,Bangalore/Bengaluru,Post-graduate,"IT Skills, Project Management, Sharepoint, Tableau, BPO, project management, Process automation, Telecom",full-time,1247153.0,3-7,Business Analyst
TalentStack,Bangalore/Bengaluru,Under-graduate,"R, SQL, Python, Excel, IT Skills, Data Analytics, Analytics, Business Analysis",full-time,961079.0,2-6,Business Analyst - IIT/NIT/BITS/DCE/SRCC
NXP Semiconductors,Bangalore/Bengaluru,ug,"Automation, Linux, Data management, Agile, Application development, Scrum, Troubleshooting, Technical support",full-time,2467394.0,5-11,EDA DevOps Automation Analyst
Embitel,Bengaluru,pg,"Computer science, Manager Quality Assurance, Business Analyst, Business analysis, Technical writing, Analytical, data visualization, Information technology",full-time,1347553.0,2-5,Business Analyst
Talent21 Management Shared Services Private Limited,Bangalore/Bengaluru,PG,"Soap Ui, Gap Analysis, Software Development, Project Management, Agile, Data Warehouse, System Analyst, Requirement Analysis",full-time,874249.0,5-10,Business System Analyst
Kyndryl,Bangalore/Bengaluru,ug,"MS Office, MS Power Point, MS Visual Basic, MS Word, Macros, MS Visual, MS Excel, Data analysis",full-time,669384.0,3-6,Delivery Analyst-Infrastructure Service
Refinitiv,Bangalore/Bengaluru,Under-graduate,"Automation, Usage, Stock exchange, Finance, Transition, Healthcare, Data quality, Content Analyst",full-time,2285532.0,2-6,Content Analyst (Women Returnee)
Yocket,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",,"SQL Database, data analytics, google data studio, Db Queries",full-time,1372792.0,1-3,Product Analyst
Forte Research Systems Private Limited,Bangalore/Bengaluru,,"BPO, data analysis, Operations research, Coding, Business analysis, Business analytics, Data mining, Business intelligence",full-time,2299171.0,4-9,Reporting Analyst
Shell,Bangalore/Bengaluru,Post-graduate,"S/4 HANA, Program Management, Master Data Management, User Experience, Demand Management, API, Business Development, SAP PI",contract,2348156.0,5-10,Technical Analyst S/4 HANA
AllianceData,Bangalore/Bengaluru,pg,"Relationship management, SAS, Business analysis, Formulation, Wellness, Marketing operations, Data mining, Financial services",contract,1786545.0,2-5,"Campaign Measurement Optimization Analyst, 1"
COMPUTACENTER,Bangalore/Bengaluru,Post-graduate,"Administration, Analytical, Data processing, Technical Analyst, SSIS, Business intelligence, Monitoring, Analysis services",contract,1756384.0,1-4,Technical Analyst
Good Worker,Bangalore/Bengaluru,PG,"Product Analyst, Data analysis, Interpersonal skills, Version control, Senior Executive, Business analytics, Data analytics, data visualization",contract,1334096.0,3-7,Product Analyst
Splenta Systems Pvt Ltd,Bengaluru,pg,"IT Skills, Testing, Computer science, Business analysis, data security, System integration, Market research, Information technology",full-time,1961839.0,5-10,Technical Business Analyst
Meredith Corporation,Bangalore/Bengaluru,ug,"Consumer research, Data analysis, Publishing, Project implementation, Primary research, Senior Analyst, data reporting, Project management",full-time,360054.0,1-2,Analyst- Consumer Research
kk consulting services,Bangalore/Bengaluru,pg,"Procurement, Data migration, SAP, Business Analyst, Application programming, SMS, data mapping, Software services",contract,948363.0,8-13,SAP Business Analyst
Intertrust Group,Bangalore/Bengaluru,pg,"Administration, Automation, Data migration, Data management, Data quality, Risk management, Stakeholder management, Operations",contract,1478429.0,3-7,Technical Business Analyst
HRDevi Talent Acquisition,Bengaluru,Post-graduate,"Excel, Business Analyst, data science, Banking, Management, Business intelligence, Powerpoint, Business Executive",full-time,2472214.0,1-3,Business Analyst
Uniphore,"Chennai, Bangalore/Bengaluru",UG,"Word, PowerBI, Tableau, presentation, PowerPoint, NLP, communication, data analysis",,1796568.0,6-11,Business Analyst
Universal Manpower Online,"New Delhi, Gurgaon/Gurugram, Delhi / NCR",UG,"excel, data analytics, fresher graduate, back office, it fresher, advanced excel, business analysis, mechanical fresher",contract,1030281.0,0-2,Fresher Business Analyst - Graduate with MS Excel Knowledge
IELTSMaterial.com,Bangalore/Bengaluru,UG,"Root Cause Analysis, Monthly Reports, Excel, Business Analyst, Data Analysis, Process Improvement, Data Visualization, Report Modification",full-time,1509328.0,1-2,IELTSMaterial . com Business Analyst
Ramsoft Systems Inc.,Bangalore/Bengaluru,UG,"IT Skills, Power BI, Data analysis, Data management, Business analysis, Analytical, Radiology, Healthcare",contract,1889127.0,3-5,Business Analyst
ASL HR Solutions Pvt. Ltd,Bangalore/Bengaluru,UG,"Process analysis, PDF, Business Analyst, Business analysis, Financial accounting, Analytical, Agile, System design",contract,2083665.0,6-10,Business Analyst FICO
UNBXD Software Pvt Ltd,Bangalore/Bengaluru,UG,"Product management, Data analysis, Google Analytics, Analytical, Gap analysis, Omniture, Business intelligence, Adobe",contract,1159016.0,3-8,Business Analyst
Nike India,Bangalore/Bengaluru,UG,"PCI DSS, ISO, cyber security, Cobit, Information security, SOC, Coso, data visualization",contract,1925986.0,1-5,GRC Analyst
idfc first bank,Bangalore/Bengaluru,pg,"Retail, Automation, Data management, Coding, Senior Analyst, MIS, data governance, Customer experience",contract,2034773.0,8-12,Analyst-BI
red seer consulting,Bengaluru,ug,"Usage, C, Senior management, Business Analyst, Action plan, Data quality, Research, Management",contract,1394126.0,2-5,Business Analyst
"Riversand Technologies, Inc.",Bengaluru,PG,"Change management, Business Analyst, Data management, Business analysis, Analytical, Consulting, Healthcare, Business strategy",full-time,2143087.0,3-5,Business Analyst
Ashoka,Bangalore/Bengaluru,UG,"Digital media, Analyst, Drupal, Google Analytics, Web analytics, Social media, Wordpress, CMS",full-time,1027325.0,3-5,Digital Products and Communications Analyst
HEVO TECHNOLOGIES INDIA PRIVATE LIMITED,Bangalore/Bengaluru,PG,"Advanced Excel, SQL, Data Science, Business Intelligence, Advanced Analytics, Data Analysis, Data Analytics, Business Analysis",full-time,694363.0,1-3,Business Analyst (IIT/NIT)
Tecqubes Technologies,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",PG,"c++, C#, multithreading, data structures",full-time,,1-6,System Analyst - C++
